"id","name","state_or_province_id","created_at","updated_at","region_id"
256,Blainville,6,2018-12-20 16:31:51.858,2018-12-20 16:31:51.858,
528,Helsinki,310,2019-11-13 20:46:22.648,2019-11-13 20:46:22.648,
529,Tallinn,311,2019-11-13 21:10:24.320,2019-11-13 21:10:24.320,
545,Santa Fe,329,2019-12-01 20:01:38.104,2019-12-01 20:01:38.104,
561,Singapore,341,2019-12-18 16:09:34.363,2019-12-18 16:09:34.363,
567,West Jakarta,343,2019-12-19 19:15:24.223,2019-12-19 19:15:24.223,
569,Minneapolis,344,2019-12-27 22:58:24.356,2019-12-27 22:58:24.356,
570,Kona,345,2019-12-27 23:49:07.622,2019-12-27 23:49:07.622,
583,Karango Village,127,2020-01-14 20:14:14.670,2020-01-14 20:14:14.670,
606,St. Thomas,4,2020-04-14 19:31:43.980,2020-04-14 19:31:43.980,
607,Cambridge,4,2020-04-14 19:35:00.330,2020-04-14 19:35:00.330,
618,Shaia'an,372,2020-05-12 00:07:59.497,2020-05-12 00:07:59.497,173
629,Iyula,,2020-05-31 22:01:11.641,2020-05-31 22:01:11.641,131
257,Cachoeirinha Valley,52,2018-12-20 18:08:16.347,2018-12-20 18:08:16.347,
259,Kigeyo,140,2019-01-02 18:08:35.716,2019-01-02 18:08:35.716,
260,Aarhus,141,2019-01-03 21:05:31.678,2019-01-03 21:05:31.678,
261,Kindeng,142,2019-01-04 01:09:09.554,2019-01-04 01:09:09.554,
262,Kaproron,144,2019-01-07 02:57:15.261,2019-01-07 02:57:15.261,
263,Palestina ,11,2019-01-08 17:53:12.563,2019-01-08 17:53:12.563,
264,Rosersberg,147,2019-01-09 03:30:54.711,2019-01-09 03:30:54.711,
265,Cobble Hill,7,2019-01-09 03:41:45.256,2019-01-09 03:41:45.256,
266,Antwerp,150,2019-01-12 14:05:04.635,2019-01-12 14:05:04.635,
267,Amsterdam,151,2019-01-12 14:05:33.485,2019-01-12 14:05:33.485,
268,Muranga,,2019-01-12 14:10:07.189,2019-01-12 14:10:07.189,
269,Pacayas,107,2019-01-12 14:18:12.772,2019-01-12 14:18:12.772,
270,Brussels,152,2019-01-12 14:26:55.528,2019-01-12 14:26:55.528,
271,Gahahe,22,2019-01-12 14:33:24.487,2019-01-12 14:33:24.487,
272,Lipululu,55,2019-01-15 02:19:22.429,2019-01-15 02:19:22.429,
273,Oslo,154,2019-01-17 02:12:10.639,2019-01-17 02:12:10.639,
274,Grünerløkka,154,2019-01-17 02:14:24.833,2019-01-17 02:14:24.833,
275,Beriti,155,2019-01-17 02:47:50.331,2019-01-17 02:47:50.331,
276,Long Island City,26,2019-01-17 15:02:36.976,2019-01-17 15:02:36.976,
277,San Lorenzo,72,2019-01-19 15:01:54.951,2019-01-19 15:01:54.951,
278,San Lorenzo,48,2019-01-19 15:37:59.443,2019-01-19 15:37:59.443,
279,Bordones,11,2019-01-21 00:13:08.701,2019-01-21 00:13:08.701,
280,Buenos Aires de Cartago,72,2019-01-21 02:19:26.486,2019-01-21 02:19:26.486,
281,Nelson,7,2019-01-21 12:59:53.145,2019-01-21 12:59:53.145,
282,Prince Albert,162,2019-01-23 01:04:02.667,2019-01-23 01:04:02.667,
283,Lloydminster,162,2019-01-23 01:07:32.237,2019-01-23 01:07:32.237,
284,Volcán,163,2019-01-23 01:11:22.475,2019-01-23 01:11:22.475,
285,Río Ocho,5,2019-01-23 01:19:22.245,2019-01-23 01:19:22.245,
286,La Unión,72,2019-01-23 01:38:51.998,2019-01-23 01:38:51.998,
287,Lakewood,165,2019-01-24 21:32:59.116,2019-01-24 21:32:59.116,
288,Muruta,22,2019-01-25 20:42:17.709,2019-01-25 20:42:17.709,
289,Redlands,62,2019-01-30 13:48:52.523,2019-01-30 13:48:52.523,
290,Musasa,140,2019-01-31 14:57:57.510,2019-01-31 14:57:57.510,
291,Oma Funtule,73,2019-02-03 17:02:00.839,2019-02-03 17:02:00.839,
292,Campestre,30,2019-02-03 17:13:42.367,2019-02-03 17:13:42.367,
293,Kangema,169,2019-02-06 15:54:45.479,2019-02-06 15:54:45.479,
294,Atnago,170,2019-02-08 00:45:00.707,2019-02-08 00:45:00.707,6
295,Chaparral,71,2019-02-11 03:08:43.417,2019-02-11 03:08:43.417,
297,Le Leone,36,2019-02-13 17:18:04.677,2019-02-13 17:18:04.677,
298,Alotenango,145,2019-02-13 18:29:04.270,2019-02-13 18:29:04.270,
299,Buziraguhindwa,22,2019-02-20 14:25:20.924,2019-02-20 14:25:20.924,
300,Boji,51,2019-02-22 00:08:06.712,2019-02-22 00:08:06.712,
301,Greater San Francisco Farm,41,2019-02-22 03:13:56.108,2019-02-22 03:13:56.108,
302,Anapeca,41,2019-02-22 03:25:37.581,2019-02-22 03:25:37.581,
303,Santa Ana Volcano,41,2019-02-24 23:13:37.237,2019-02-24 23:13:37.237,
304,San Vicente,36,2019-02-25 14:54:02.800,2019-02-25 14:54:02.800,
305,Tambaya Factory,3,2019-02-25 17:47:03.992,2019-02-25 17:47:03.992,
306,Chelchele,97,2019-02-25 17:56:22.220,2019-02-25 17:56:22.220,79
307,Rusiga and Mbogo Sectors,161,2019-02-26 21:04:27.570,2019-02-26 21:04:27.570,
308,Caranavi,,2019-02-27 13:47:45.669,2019-02-27 13:47:45.669,114
309,San Adolfo,11,2019-02-27 14:52:15.093,2019-02-27 14:52:15.093,
310,Quillabamba,174,2019-02-27 14:56:58.353,2019-02-27 14:56:58.353,116
311,Zicapón,,2019-03-01 19:38:14.258,2019-03-01 19:38:14.258,117
312,Santa Anita,91,2019-03-03 19:09:11.372,2019-03-03 19:09:11.372,
313,Bruselas,11,2019-03-04 16:16:25.592,2019-03-04 16:16:25.592,
314,Totoro,42,2019-03-04 18:14:09.978,2019-03-04 18:14:09.978,
315,Nataga,11,2019-03-05 21:18:10.240,2019-03-05 21:18:10.240,
316,Yacuanquer,,2019-03-06 14:38:21.335,2019-03-06 14:38:21.335,119
317,Sotomayor,,2019-03-06 14:50:13.176,2019-03-06 14:50:13.176,119
318,Siguatepeque,,2019-03-06 15:20:25.822,2019-03-06 15:20:25.822,
319,Comayagua,,2019-03-06 15:21:10.993,2019-03-06 15:21:10.993,
320,Arrayanes,11,2019-03-06 22:43:18.785,2019-03-06 22:43:18.785,
321,Banko Dhadhato,,2019-03-07 03:23:06.716,2019-03-07 03:23:06.716,10
322,Aiyura,176,2019-03-08 04:12:14.519,2019-03-08 04:12:14.519,
323,Faficho Village,181,2019-03-13 13:04:22.814,2019-03-13 13:04:22.814,
324,La Laguna,,2019-03-15 00:31:23.167,2019-03-15 00:31:23.167,
325,La Laguna,5,2019-03-15 00:32:16.921,2019-03-15 00:32:16.921,
326,Tumba,161,2019-03-18 15:04:47.179,2019-03-18 15:04:47.179,
327,El Carmen,42,2019-03-19 22:18:23.973,2019-03-19 22:18:23.973,
328,Peña Blanca,182,2019-03-20 00:06:50.307,2019-03-20 00:06:50.307,
329,Mazinales,48,2019-03-20 00:44:00.639,2019-03-20 00:44:00.639,
330,La Rejoya,42,2019-03-20 00:57:10.528,2019-03-20 00:57:10.528,
331,San Piedro Sochiapam,33,2019-03-20 01:16:21.419,2019-03-20 01:16:21.419,
332,Reno,183,2019-03-20 01:16:36.828,2019-03-20 01:16:36.828,
333,San Pedro Sochiapam,33,2019-03-20 01:17:13.741,2019-03-20 01:17:13.741,
334,Gatare,,2019-03-24 14:21:43.010,2019-03-24 14:21:43.010,123
335,Aipecito,,2019-03-24 14:30:09.134,2019-03-24 14:30:09.134,124
336,Huancayo,186,2019-03-25 03:04:12.475,2019-03-25 03:04:12.475,
113,Kilenso Mokonisa,,2018-08-17 16:23:39.081,2019-03-29 01:38:39.091,45
337,Creston,7,2019-04-03 14:52:57.212,2019-04-03 14:52:57.212,
338,Saraguro,187,2019-04-05 19:24:38.693,2019-04-05 19:24:38.693,
339,Eratoi Village,,2019-04-10 12:42:43.002,2019-04-10 12:42:43.002,
340,Charlotte,15,2019-04-10 17:04:27.544,2019-04-10 17:04:27.544,
341,Pawtucket,189,2019-04-11 01:03:50.864,2019-04-11 01:03:50.864,
342,Waco,190,2019-04-11 03:23:40.365,2019-04-11 03:23:40.365,
343,Kainantu,176,2019-04-11 17:56:54.806,2019-04-11 17:56:54.806,
344,Butare,157,2019-04-11 18:14:35.559,2019-04-11 18:14:35.559,
345,Melbourne,191,2019-04-11 22:08:10.071,2019-04-11 22:08:10.071,
346,Bomboná,72,2019-04-11 22:21:27.715,2019-04-11 22:21:27.715,
347,Mata de Plantano,,2019-04-12 00:53:03.412,2019-04-12 00:53:03.412,
348,Jackson,197,2019-04-12 03:53:39.151,2019-04-12 03:53:39.151,
349,Wilmington,198,2019-04-12 03:56:11.142,2019-04-12 03:56:11.142,
350,Kainantu,176,2019-04-12 15:31:21.789,2019-04-12 15:31:21.789,127
351,Dubai,199,2019-04-13 00:13:01.282,2019-04-13 00:13:01.282,
352,Mutheru,200,2019-04-13 00:31:22.839,2019-04-13 00:31:22.839,
353,Fredonia,56,2019-04-13 00:55:22.161,2019-04-13 00:55:22.161,
354,Fresno,62,2019-04-13 01:03:44.044,2019-04-13 01:03:44.044,
355,Meto Gundb,202,2019-04-13 01:36:06.424,2019-04-13 01:36:06.424,
356,Tasnaque,72,2019-04-16 21:01:26.075,2019-04-16 21:01:26.075,
357,La Brigada,72,2019-04-17 02:27:40.918,2019-04-17 02:27:40.918,
358,Brooklyn,26,2019-04-19 22:04:43.842,2019-04-19 22:04:43.842,
359,Caicedo,56,2019-04-20 19:55:18.058,2019-04-20 19:55:18.058,
360,Alto de Naranjal,72,2019-04-20 20:13:55.060,2019-04-20 20:13:55.060,
361,Busiga,10,2019-04-20 20:21:43.343,2019-04-20 20:21:43.343,
362,San Antonio,42,2019-04-21 14:41:03.726,2019-04-21 14:41:03.726,
363,Munyinya Hill,167,2019-04-21 20:31:34.678,2019-04-21 20:31:34.678,
364,Cartago,125,2019-04-21 20:43:45.229,2019-04-21 20:43:45.229,
365,Nahualá,206,2019-04-21 20:50:24.295,2019-04-21 20:50:24.295,
546,Sawana,,2019-12-01 20:12:00.343,2019-12-01 20:12:00.343,35
366,Monserrate,209,2019-04-28 23:53:36.592,2019-04-28 23:53:36.592,117
367,Monserrate,11,2019-04-28 23:56:22.766,2019-04-28 23:56:22.766,
368,Pichinde,125,2019-05-10 00:38:18.484,2019-05-10 00:38:18.484,
369,San Antonio,72,2019-05-10 19:11:03.109,2019-05-10 19:11:03.109,
370,Vancouver Island,7,2019-05-12 17:55:53.518,2019-05-12 17:55:53.518,
371,Shawnigan Lake,7,2019-05-13 16:24:47.924,2019-05-13 16:24:47.924,
372,Takengon,93,2019-05-13 17:09:08.117,2019-05-13 17:09:08.117,62
373,Brooklyn ,26,2019-05-17 16:54:14.995,2019-05-17 16:54:14.995,
374,San Rafael,42,2019-05-22 20:16:31.062,2019-05-22 20:16:31.062,
375,Tello,11,2019-05-22 20:42:59.938,2019-05-22 20:42:59.938,
376,Ituango,56,2019-05-22 20:55:18.558,2019-05-22 20:55:18.558,
377,El Pital,11,2019-05-22 21:27:05.286,2019-05-22 21:27:05.286,
378,Stirling,4,2019-05-24 11:38:48.744,2019-05-24 11:38:48.744,
379,Uchumachi,213,2019-05-28 14:40:02.069,2019-05-28 14:40:02.069,
380,Manyatta,46,2019-05-28 15:32:18.043,2019-05-28 15:32:18.043,
381,Samapaita,216,2019-06-04 14:21:38.791,2019-06-04 14:21:38.791,
382,Totoró,42,2019-06-12 15:05:25.230,2019-06-12 15:05:25.230,
383,Morogoro,,2019-06-18 15:02:24.894,2019-06-18 15:02:24.894,
384,Castelo,217,2019-06-18 15:14:22.564,2019-06-18 15:14:22.564,
385,Cristina,30,2019-06-19 18:57:42.380,2019-06-19 18:57:42.380,
386,Stanley,219,2019-06-25 21:24:47.267,2019-06-25 21:24:47.267,
387,San Augustine,11,2019-06-25 21:46:00.364,2019-06-25 21:46:00.364,
388,Sheung Wan,220,2019-06-27 02:15:04.755,2019-06-27 02:15:04.755,
389,Gothenburg,221,2019-06-27 22:20:07.146,2019-06-27 22:20:07.146,
390,Aricha,53,2019-06-27 22:35:36.171,2019-06-27 22:35:36.171,
391,Sansupo,136,2019-06-28 20:48:14.580,2019-06-28 20:48:14.580,
392,Forlì,222,2019-06-29 21:09:51.252,2019-06-29 21:09:51.252,
393,Las Pirias de Chirinos,180,2019-06-29 21:46:00.303,2019-06-29 21:46:00.303,
394,Kansas City,223,2019-06-30 02:25:20.234,2019-06-30 02:25:20.234,
395,Saint Louis,223,2019-06-30 02:25:54.609,2019-06-30 02:25:54.609,
396,Dakiti,225,2019-07-01 16:04:35.231,2019-07-01 16:04:35.231,
397,El Tesoro,5,2019-07-01 19:40:13.816,2019-07-01 19:40:13.816,
398,El Mangal,226,2019-07-01 20:05:25.161,2019-07-01 20:05:25.161,
399,Helsingborg,227,2019-07-02 14:44:45.244,2019-07-02 14:44:45.244,
400,El Triunfo,11,2019-07-02 15:01:44.298,2019-07-02 15:01:44.298,
401,Refshaleøen,126,2019-07-04 19:38:05.259,2019-07-04 19:38:05.259,
402,Lancaster ,228,2019-07-05 19:30:34.184,2019-07-05 19:30:34.184,
403,Suaza,11,2019-07-05 19:40:07.077,2019-07-05 19:40:07.077,
404,Puno,,2019-07-07 16:19:39.842,2019-07-07 16:19:39.842,
405,San Vicente,230,2019-07-09 19:40:59.294,2019-07-09 19:40:59.294,143
406,West District,231,2019-07-12 20:14:01.515,2019-07-12 20:14:01.515,
407,Pluma Hidalgo,33,2019-07-15 17:32:22.541,2019-07-15 17:32:22.541,
408,Picuna,11,2019-07-15 18:18:23.346,2019-07-15 18:18:23.346,
409,Araponga,30,2019-07-15 18:26:37.622,2019-07-15 18:26:37.622,
410,Las Vegas,183,2019-07-18 15:51:31.378,2019-07-18 15:51:31.378,
411,Copenhagen,238,2019-07-18 16:15:31.907,2019-07-18 16:15:31.907,
412,Lancaster,228,2019-07-18 16:18:23.490,2019-07-18 16:18:23.490,
413,Chiayi City,238,2019-07-18 16:23:20.928,2019-07-18 16:23:20.928,
414,Not Available,238,2019-07-19 13:31:43.111,2019-07-19 13:31:43.111,
415,Leuven,238,2019-07-19 13:32:40.430,2019-07-19 13:32:40.430,
416,El Pasti,41,2019-07-19 19:31:23.051,2019-07-19 19:31:23.051,
417,Dalle,239,2019-07-19 20:01:35.496,2019-07-19 20:01:35.496,
418,Copacabana,211,2019-07-19 20:04:45.936,2019-07-19 20:04:45.936,
419,Canton Uyunense,240,2019-07-19 20:07:58.064,2019-07-19 20:07:58.064,
420,San Vicente de Benítez,241,2019-07-19 20:32:59.951,2019-07-19 20:32:59.951,
421,Newport,242,2019-07-19 23:53:26.985,2019-07-19 23:53:26.985,
422,Santo Domingo,24,2019-07-20 00:40:50.832,2019-07-20 00:40:50.832,
423,Limmu Kosa,94,2019-07-23 14:04:48.824,2019-07-23 14:04:48.824,6
424,Haro Lebetu,106,2019-07-23 14:55:51.064,2019-07-23 14:55:51.064,6
425,Kreuzberg,110,2019-07-23 15:11:23.336,2019-07-23 15:11:23.336,
426,La Virgen,246,2019-07-24 19:03:23.584,2019-07-24 19:03:23.584,75
427,El Chalum,5,2019-07-25 17:22:22.772,2019-07-25 17:22:22.772,
428,Jinotega,,2019-07-26 14:56:36.005,2019-07-26 14:56:36.005,
429,Nkonge Hill,22,2019-07-27 18:41:46.475,2019-07-27 18:41:46.475,
430,Kitchener,4,2019-07-28 13:17:41.748,2019-07-28 13:17:41.748,
431,Kigoma,157,2019-07-29 02:17:31.693,2019-07-29 02:17:31.693,
432,Los Arados,42,2019-07-29 14:25:08.150,2019-07-29 14:25:08.150,
433,Aquiares,233,2019-07-29 14:38:28.335,2019-07-29 14:38:28.335,
434,Deri Kojoa,,2019-07-30 00:28:03.385,2019-07-30 00:28:03.385,35
435,Neumünster,249,2019-08-01 17:51:20.582,2019-08-01 17:51:20.582,
436,Wedel,249,2019-08-01 18:04:28.983,2019-08-01 18:04:28.983,
437,Boji,155,2019-08-03 17:23:23.960,2019-08-03 17:23:23.960,79
438,El Durazno,251,2019-08-03 20:09:02.465,2019-08-03 20:09:02.465,
439,Saint-Alphonse-de-Granby,6,2019-08-03 21:06:20.880,2019-08-03 21:06:20.880,
440,Verona,252,2019-08-06 16:20:35.716,2019-08-06 16:20:35.716,
441,Liverpool,88,2019-08-07 14:53:59.313,2019-08-07 14:53:59.313,
442,Uribe,42,2019-08-09 14:35:43.721,2019-08-09 14:35:43.721,
443,Las Flores,36,2019-08-11 18:42:29.330,2019-08-11 18:42:29.330,
148,Medellín,56,2018-09-17 03:11:07.722,2019-08-11 18:52:23.232,
444,El Mirador,11,2019-08-11 19:15:39.125,2019-08-11 19:15:39.125,
445,Cologne,253,2019-08-11 19:21:05.514,2019-08-11 19:21:05.514,
446,Santo Tomas,50,2019-08-11 19:33:57.785,2019-08-11 19:33:57.785,
447,Wih Bersih,93,2019-08-11 19:53:34.270,2019-08-11 19:53:34.270,
448,Tres Esquinas,120,2019-08-11 20:07:44.365,2019-08-11 20:07:44.365,
449,La Morena,255,2019-08-12 01:02:50.392,2019-08-12 01:02:50.392,
450,San Pedro Yosotatu,33,2019-08-15 15:42:45.903,2019-08-15 15:42:45.903,
451,Buku Sayisa,73,2019-08-18 15:18:08.106,2019-08-18 15:18:08.106,
452,Machakos,256,2019-08-19 16:54:15.061,2019-08-19 16:54:15.061,
453,Yarguera,107,2019-08-21 19:51:34.438,2019-08-21 19:51:34.438,
454,Tuiboch,5,2019-08-22 16:32:21.363,2019-08-22 16:32:21.363,
455,Capucas,107,2019-08-22 16:43:10.110,2019-08-22 16:43:10.110,
456,Worka Sakaro,184,2019-08-25 23:47:26.876,2019-08-25 23:47:26.876,
457,Kaiguri,3,2019-08-27 14:57:30.251,2019-08-27 14:57:30.251,
458,Gersi,184,2019-08-28 15:22:23.505,2019-08-28 15:22:23.505,
459,Stoke-on-Trent,88,2019-09-04 16:59:49.162,2019-09-04 16:59:49.162,
460,Stafford,88,2019-09-04 17:03:22.458,2019-09-04 17:03:22.458,
461,Rio Bonito,259,2019-09-04 18:54:35.391,2019-09-04 18:54:35.391,
462,San Rafael,29,2019-09-05 17:32:20.768,2019-09-05 17:32:20.768,
463,Sydney,96,2019-09-06 16:36:03.114,2019-09-06 16:36:03.114,
464,Qirtira Goyo,99,2019-09-08 00:27:46.403,2019-09-08 00:27:46.403,6
465,Providence,189,2019-09-08 16:24:07.558,2019-09-08 16:24:07.558,
466,El Carmen,11,2019-09-10 14:34:40.634,2019-09-10 14:34:40.634,
467,Palo de Campana,41,2019-09-10 15:04:51.514,2019-09-10 15:04:51.514,
468,El Pajal,262,2019-09-10 15:08:21.981,2019-09-10 15:08:21.981,
469,Canalaj,5,2019-09-11 01:06:02.291,2019-09-11 01:06:02.291,
470,Wrocław,263,2019-09-11 17:02:21.575,2019-09-11 17:02:21.575,
471,Gitesi,140,2019-09-12 18:53:14.648,2019-09-12 18:53:14.648,
472,Binitu Ambela,184,2019-09-12 19:29:33.859,2019-09-12 19:29:33.859,
473,Limuru,34,2019-09-12 22:39:50.467,2019-09-12 22:39:50.467,
474,Louisville,242,2019-09-14 17:03:17.361,2019-09-14 17:03:17.361,
530,El Saitillal,112,2019-11-15 18:04:01.825,2019-11-15 18:04:01.825,
547,San Pedro de Churuyacu,180,2019-12-04 17:19:00.933,2019-12-04 17:19:00.933,27
562,Trondheim,342,2019-12-18 17:39:20.826,2019-12-18 17:39:20.826,
585,Weert,358,2020-01-16 19:11:07.127,2020-01-16 19:11:07.127,
608,Sudbury,4,2020-04-14 19:52:06.097,2020-04-14 19:52:06.097,
609,Brooklin,4,2020-04-14 19:52:42.582,2020-04-14 19:52:42.582,
619,Kuli,142,2020-05-12 00:12:04.687,2020-05-12 00:12:04.687,
630,Gayo,378,2020-05-31 22:20:27.843,2020-05-31 22:20:27.843,62
475,Post Falls,267,2019-09-16 00:57:12.137,2019-09-16 00:57:12.137,
481,Pantan Musara,93,2019-09-20 14:52:39.593,2019-09-20 14:52:39.593,
531,Alto Quiel,312,2019-11-15 19:01:51.054,2019-11-15 19:01:51.054,
532,Bajo Mono,119,2019-11-15 19:07:11.352,2019-11-15 19:07:11.352,
533,Riga,314,2019-11-15 20:26:23.350,2019-11-15 20:26:23.350,
548,Mahembe,140,2019-12-04 23:10:10.544,2019-12-04 23:10:10.544,
564,Sare Saba,73,2019-12-19 15:24:25.318,2019-12-19 15:24:25.318,35
566,Jakarta,343,2019-12-19 19:05:49.264,2019-12-19 19:05:49.264,
592,Raro Boda,73,2020-01-24 00:15:41.407,2020-01-24 00:15:41.407,35
610,Quitupamba,72,2020-04-15 19:08:13.650,2020-04-15 19:08:13.650,
620,El Rosario,11,2020-05-12 00:22:54.641,2020-05-12 00:22:54.641,
631,Rugyeyo,379,2020-05-31 22:55:13.133,2020-05-31 22:55:13.133,177
477,Milwaukee,269,2019-09-17 15:07:57.781,2019-09-17 15:07:57.781,
478,Viroqua,269,2019-09-17 15:10:41.911,2019-09-17 15:10:41.911,
479,Kabarore,22,2019-09-19 17:03:48.434,2019-09-19 17:03:48.434,
480,Charlottetown,270,2019-09-19 17:15:45.645,2019-09-19 17:15:45.645,
482,Poznań,271,2019-09-23 01:39:37.548,2019-09-23 01:39:37.548,
483,Mzuzu,272,2019-09-23 01:54:48.867,2019-09-23 01:54:48.867,
484,Wedeykajima,106,2019-09-25 15:30:06.238,2019-09-25 15:30:06.238,79
485,Ban Doi Pangkhon,254,2019-09-25 18:03:37.109,2019-09-25 18:03:37.109,
486,Seattle,273,2019-09-25 18:08:43.222,2019-09-25 18:08:43.222,
487,Katuat,274,2019-09-25 18:24:22.682,2019-09-25 18:24:22.682,
488,Solomo,73,2019-09-25 19:21:58.205,2019-09-25 19:21:58.205,35
489,Fairfield County,276,2019-10-01 00:36:10.833,2019-10-01 00:36:10.833,
490,Kelowna,7,2019-10-01 00:52:36.384,2019-10-01 00:52:36.384,
491,Sonkolle,106,2019-10-01 01:11:04.370,2019-10-01 01:11:04.370,
492,Manjarabad,78,2019-10-02 15:02:47.827,2019-10-02 15:02:47.827,
493,Mengma,128,2019-10-02 19:11:36.733,2019-10-02 19:11:36.733,
494,Banko Gutiti,184,2019-10-03 00:52:09.696,2019-10-03 00:52:09.696,
495,Daka,155,2019-10-03 00:54:27.635,2019-10-03 00:54:27.635,79
496,Tunquimayo,174,2019-10-03 01:14:24.242,2019-10-03 01:14:24.242,116
497,Mysore / Mysuru,281,2019-10-03 01:29:17.572,2019-10-03 01:29:17.572,
498,Ruiru Town,283,2019-10-05 21:47:52.596,2019-10-05 21:47:52.596,
499,Quito,28,2019-10-05 22:00:49.292,2019-10-05 22:00:49.292,
500,Wheaton,12,2019-10-06 01:38:54.079,2019-10-06 01:38:54.079,
501,Karangia,286,2019-10-10 01:12:15.405,2019-10-10 01:12:15.405,
502,San Pablo,69,2019-10-11 14:55:01.988,2019-10-11 14:55:01.988,
503,London,88,2019-10-11 15:34:40.127,2019-10-11 15:34:40.127,
504,San Martin Cuchumatán,5,2019-10-12 18:50:41.524,2019-10-12 18:50:41.524,
505,Deri Kedame,,2019-10-13 19:27:07.469,2019-10-13 19:27:07.469,29
506,Las Mesas,136,2019-10-18 14:03:14.074,2019-10-18 14:03:14.074,
507,Houston,190,2019-10-18 15:24:14.865,2019-10-18 15:24:14.865,
508,Krakow,290,2019-10-18 20:12:51.918,2019-10-18 20:12:51.918,
509,Floyd,293,2019-10-23 01:18:39.622,2019-10-23 01:18:39.622,
510,Bashasha Kebele,94,2019-10-23 15:07:09.077,2019-10-23 15:07:09.077,6
511,Santa Cruz,294,2019-10-23 15:21:08.642,2019-10-23 15:21:08.642,
512,Tucson,295,2019-10-23 19:24:46.357,2019-10-23 19:24:46.357,
513,Tempe,295,2019-10-23 19:25:56.897,2019-10-23 19:25:56.897,
514,Salt Lake City,296,2019-10-24 01:51:29.564,2019-10-24 01:51:29.564,
515,Santo Domingo Cacalotepec,33,2019-10-25 14:43:50.585,2019-10-25 14:43:50.585,
516,Bordeaux,297,2019-10-25 21:34:11.688,2019-10-25 21:34:11.688,
517,Banksmeadow,96,2019-10-28 01:36:13.171,2019-10-28 01:36:13.171,
518,Volcancillo,300,2019-10-30 15:39:40.468,2019-10-30 15:39:40.468,
519,Porto,301,2019-10-31 23:49:08.568,2019-10-31 23:49:08.568,
520,Dublin,302,2019-11-01 00:08:07.726,2019-11-01 00:08:07.726,
521,Aipe,11,2019-11-02 20:58:26.811,2019-11-02 20:58:26.811,
534,Gerba,315,2019-11-15 20:59:59.235,2019-11-15 20:59:59.235,6
549,La Montañita,114,2019-12-05 03:02:41.289,2019-12-05 03:02:41.289,
571,Paris,346,2020-01-01 20:19:49.847,2020-01-01 20:19:49.847,
593,Cotocachí,261,2020-02-20 23:33:02.373,2020-02-20 23:33:02.373,
611,Palomo,365,2020-04-15 19:20:19.310,2020-04-15 19:20:19.310,169
621,Canoguitas,5,2020-05-15 19:38:29.162,2020-05-15 19:38:29.162,
622,Canoguitas,5,2020-05-15 19:39:39.657,2020-05-15 19:39:39.657,9
632,Shara,380,2020-05-31 23:33:25.746,2020-05-31 23:33:25.746,10
